"name","category","subcategory","url","Sow/ plant outdoors","Article number","Portion contents","Suitable for professional cultivation","Thousand grain weight","Plant outdoors","Harvest","Pre-cultivation","Distances","Sowing depth","Cultivation","Spacing","Required quantity of seeds","Sowing","Blossoming period","Planting","Distance","Propagator","Thousand seeds mass","Required quantity","Sowing outdoors","Distances approx.","1stharvest","Germination temperature","1st harvest","Prpagator","Sow/ plant in greenhouse","Direct sowing","Development time approx.","Precision seeds","Thousand seeds mass","Sowing direct outside","Harvesting","Sowing/Pre-culttivation","Thousand grain mass","Ripening period","Distance        Ko49:","Ko51","to a scale of 10 0 (mild) – 10 (extremely hot)."
"Feurio","Swiss chard",,"https://www.reinsaat.at/shop/EN/swiss_chard/feurio/","[7,8,9,10,11,12]","CV121","3 g",false,"17.61 g",,"[11,12,13,14,15,16,17,18]","for outdoors – from March till June to plant from April till July;","30-40 cm","approx. 3 cm",,,"pre-cultivation 24g/acre; direct sowing 100-150 g/acre",,,,,"FER, FPE, GBL, GHO, HIS, HOP, JPE,","10-18g",,,,,"18 – 20°C",,,,,,,,"April till mid-June",,,,,,,
"Jack o‘Lantern","Pumpkins / Squash","Ornamental pumpkins","https://www.reinsaat.at/shop/EN/pumpkins_squash/ornamental_pumpkins/jack_o_lantern/","[10,11]","Kü73","10 Seeds",true,"180.30 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Verde di Macerata","Brassica","Cauliflower","https://www.reinsaat.at/shop/EN/brassica/cauliflower/verde_di_macerata/","[7,8,9,10,11,12,13,14]","Ko95","50 seeds",false,"4.43 g",,"[12,13,14,15,16,17,18,19,20]","[5,6]","60-75 x 50cm","1 cm",,,"pre-cultivation 2-4 g/acre","pre-cultivation from mid-March (in glasshouse from January)",,,,"BSA, XST, SAT",,,,,,"15-20°C",,,,,,"at least 90% germination rate","2,5-3,5 g",,,,,,,,
"Walliser","Swiss chard",,"https://www.reinsaat.at/shop/EN/swiss_chard/walliser/","[7,8,9,10,11,12]","Ma12","2.5 g",true,"19.35 g",,"[11,12,13,14,15,16,17,18]","for outdoors – from March till June to plant from April till July;","30-40 cm","approx. 3 cm",,,"pre-cultivation 24g/acre; direct sowing 100-150 g/acre",,,,,"FER, FPE, GBL, GHO, HIS, HOP, JPE,","10-18g",,,,,"18 – 20°C",,,,,,,,"April till mid-June",,,,,,,
"Odysseus","Brassica","Cauliflower","https://www.reinsaat.at/shop/EN/brassica/cauliflower/odysseus/","[7,8,9,10,11,12,13,14]","Ko31","40 Seeds",true,"2.76 g",,"[12,13,14,15,16,17,18,19,20]","[5,6]","60-75 x 50cm","1 cm",,,"pre-cultivation 2-4 g/acre","pre-cultivation from mid-March (in glasshouse from January)",,,,"BSA, XST, SAT",,,,,,"15-20°C",,,,,,"at least 90% germination rate","2,5-3,5 g",,,,,,,,
"Tre Colori","Swiss chard",,"https://www.reinsaat.at/shop/EN/swiss_chard/tre_colori/","[7,8,9,10,11,12]","Ma19","2,5 g",true,"13.88 g",,"[11,12,13,14,15,16,17,18]","for outdoors – from March till June to plant from April till July;","30-40 cm","approx. 3 cm",,,"pre-cultivation 24g/acre; direct sowing 100-150 g/acre",,,,,"FER, FPE, GBL, GHO, HIS, HOP, JPE,","10-18g",,,,,"18 – 20°C",,,,,,,,"April till mid-June",,,,,,,
"Tabiro","Brassica","Cauliflower","https://www.reinsaat.at/shop/EN/brassica/cauliflower/tabiro/","[7,8,9,10,11,12,13,14]","Ko35","30 Seeds",true,"2.96 g",,"[12,13,14,15,16,17,18,19,20]","[5,6]","60-75 x 50cm","1 cm",,,"pre-cultivation 2-4 g/acre","pre-cultivation from mid-March (in glasshouse from January)",,,,"BSA, XST, SAT",,,,,,"15-20°C",,,,,,"at least 90% germination rate","2,5-3,5 g",,,,,,,,
"Neckarperle","Brassica","Cauliflower","https://www.reinsaat.at/shop/EN/brassica/cauliflower/neckarperle/","[7,8,9,10,11,12,13,14]","Ko30","50 Seeds",true,"3.14 g",,"[12,13,14,15,16,17,18,19,20]","[5,6]","60-75 x 50cm","1 cm",,,"pre-cultivation 2-4 g/acre","pre-cultivation from mid-March (in glasshouse from January)",,,,"BSA, XST, SAT",,,,,,"15-20°C",,,,,,"at least 90% germination rate","2,5-3,5 g",,,,,,,,
"Bionda a costa larga argentata 2","Swiss chard",,"https://www.reinsaat.at/shop/EN/swiss_chard/bionda_a_costa_larga_argentata_2/","[5,6,7,8,9,10,11,12]","Ma15","2.5 g",true,"14.41 g",,"[7,8,9,10,11,12,13,14,15,16,17]","for outdoors – from March till June to plant from April till July;","30-40 cm","approx. 3 cm",,,"pre-cultivation 24g/acre; direct sowing 100-150 g/acre",,,,,"FER, FPE, GBL, GHO, HIS, HOP, JPE,","10-18g",,,,,"18 – 20°C",,,,,,,,"April till mid-June",,,,,,,
"Lucullus","Swiss chard",,"https://www.reinsaat.at/shop/EN/swiss_chard/lucullus/","[7,8,9,10,11,12]","Ma13","für ca. 150 Pflanzen",true,"15.29 g",,"[11,12,13,14,15,16,17,18]","for outdoors – from March till June to plant from April till July;","30-40 cm","approx. 3 cm",,,"pre-cultivation 24g/acre; direct sowing 100-150 g/acre",,,,,"FER, FPE, GBL, GHO, HIS, HOP, JPE,","10-18g",,,,,"18 – 20°C",,,,,,,,"April till mid-June",,,,,,,
"Goodman","Brassica","Cauliflower","https://www.reinsaat.at/shop/EN/brassica/cauliflower/goodman/","[7,8,9,10]","Ko33","40 Seeds",true,"3.40 g",,"[7,8,9,10,11,12,13,14]","[3,4,5,6,7,8]","60-75 x 50cm","1 cm",,,"pre-cultivation 2-4 g/acre","pre-cultivation from mid-March (in glasshouse from January)",,,,"BSA, XST, SAT",,,,,,"15-20°C",,,,,,"at least 90% germination rate","2,5-3,5 g",,,,,,,,
"Di Sicilia violetto","Brassica","Cauliflower","https://www.reinsaat.at/shop/EN/brassica/cauliflower/di_sicilia_violetto/","[7,8,9,10,11,12,13,14]","Ko57","50 seeds",true,"3.90 g",,"[12,13,14,15,16,17,18,19,20]","[5,6]","60-75 x 50cm","1 cm",,,"pre-cultivation 2-4 g/acre","pre-cultivation from mid-March (in glasshouse from January)",,,,"BSA, XST, SAT",,,,,,"15-20°C",,,,,,"at least 90% germination rate","2,5-3,5 g",,,,,,,,
"Groninger","Brassica","Brussels sprouts","https://www.reinsaat.at/shop/EN/brassica/brussels_sprouts/groninger/","[8,9,10,11,12]","Ko55","0.5 g",false,"3.84 g",,"[19,20,21,22,23,24]","from March till the end of Mai.","60 x 50 cm, 60 x 60 cm, 60 x 75 cm","1-2 cm",,,"7,5-10 g/acre",,,"from the end of Mai till July.",,"DBO, RFE",,,,,,"12-20°C",,,,,,,"3-4,5 g",,"from October till the end of December.",,,,,,
"Granat","Brassica","Red cabbage","https://www.reinsaat.at/shop/EN/brassica/red_cabbage/granat/","[7,8,9,10]","Ko5","für ca. 100 Pflanzen",true,"3.79 g",,"after approx. 14-21 weeks","from February till June","50-60 x 45x50 cm","1,5 cm",,,"3-4,5 g/acre",,,,,"BSA, RFE, SAT","3-4 g",,,,,"15 – 20°C",,,,"from April/May",,,,,,,,,,,
"RS-Ko-01.22 (Rosamund)","Brassica","Red cabbage","https://www.reinsaat.at/shop/EN/brassica/red_cabbage/rs-ko-01.22_rosamund/","[7,8,9,10]","Ko77",,true,"3.70 g",,"after approx. 14-21 weeks","from February till June","50-60 x 45x50 cm","1,5 cm",,,"3-4,5 g/acre",,,,,"BSA, RFE, SAT","3-4 g",,,,,"15 – 20°C",,,,"from April/May",,,,,,,,,,,
"Tête Noire 3","Brassica","Red cabbage","https://www.reinsaat.at/shop/EN/brassica/red_cabbage/t_te_noire_3/","[7,8,9,10]","Ko47","0.4 g",true,"4.00 g",,"after approx. 14-21 weeks","from February till June","50-60 x 45x50 cm","1,5 cm",,,"3-4,5 g/acre",,,,,"BSA, RFE, SAT","3-4 g",,,,,"15 – 20°C",,,,"from April/May",,,,,,,,,,,
"Kalibos","Brassica","Red cabbage","https://www.reinsaat.at/shop/EN/brassica/red_cabbage/kalibos/","[7,8]","Ko48","60 Seeds",true,"3.29 g",,"after approx. 14-21 weeks","from February till June","50-60 x 45x50 cm","1,5 cm",,,"3-4,5 g/acre",,,,,"BSA, RFE, SAT","3-4 g",,,,,"15 – 20°C",,,,"from April/May",,,,,,,,,,,
"Rodynda","Brassica","Red cabbage","https://www.reinsaat.at/shop/EN/brassica/red_cabbage/rodynda/","[7,8,9,10]","Ko10","0.4 g",true,"3.88 g",,"after approx. 14-21 weeks","from February till June","50-60 x 45x50 cm","1,5 cm",,,"3-4,5 g/acre",,,,,"BSA, RFE, SAT","3-4 g",,,,,"15 – 20°C",,,,"from April/May",,,,,,,,,,,
"Vorbote 3","Brassica","Savoy cabbage","https://www.reinsaat.at/shop/EN/brassica/savoy_cabbage/vorbote_3/","[7,8,12,13]","Ko15","0.6 g",false,"3.58 g",,"[11,12,16,17,18]","from February to end of May","40-65 x 40-50 cm","1-2 cm",,,"2-4 g/acre",,,,,"RFE","3-4 g",,,,,"15 – 20°C",,,,"from April",,,,,"after 8-20 weeks (variety dependable),",,,,,,
"Vertus 3","Brassica","Savoy cabbage","https://www.reinsaat.at/shop/EN/brassica/savoy_cabbage/vertus_3/","[7,8]","Ko44","60 Seeds",false,"3.89 g",,"[14,15,16,17,18,19,20]","from February to end of May","40-65 x 40-50 cm","1-2 cm",,,"2-4 g/acre",,,,,"RFE","3-4 g",,,,,"15 – 20°C",,,,"from April",,,,,"after 8-20 weeks (variety dependable),",,,,,,
"Winterfürst 2","Brassica","Savoy cabbage","https://www.reinsaat.at/shop/EN/brassica/savoy_cabbage/winterfuerst_2/","[7,8]","Ko40","60 Seeds",false,"3.08 g",,"[16,17,18,19,20,21,22]","from February to end of May","40-65 x 40-50 cm","1-2 cm",,,"2-4 g/acre",,,,,"RFE","3-4 g",,,,,"15 – 20°C",,,,"from April",,,,,"after 8-20 weeks (variety dependable),",,,,,,
"Langedijská","Brassica","Savoy cabbage","https://www.reinsaat.at/shop/EN/brassica/savoy_cabbage/langedijsk/","[7,8]","Ko16","60 Seeds",false,"3.69 g",,"[15,16,17,18,19,20,21,22]","from February to end of May","40-65 x 40-50 cm","1-2 cm",,,"2-4 g/acre",,,,,"RFE","3-4 g",,,,,"15 – 20°C",,,,"from April",,,,,"after 8-20 weeks (variety dependable),",,,,,,
"Violaceo di Verona","Brassica","Savoy cabbage","https://www.reinsaat.at/shop/EN/brassica/savoy_cabbage/violaceo_di_verona/","[7,8,9,10]","Ko43","60 Seeds",false,"4.57 g",,"[17,18,19,20]","from February to end of May","40-65 x 40-50 cm","1-2 cm",,,"2-4 g/acre",,,,,"RFE","3-4 g",,,,,"15 – 20°C",,,,"from April",,,,,"after 8-20 weeks (variety dependable),",,,,,,
"Hellfrucht","Tomatoes","Salad tomatoes","https://www.reinsaat.at/shop/EN/tomatoes/salad_tomatoes/hellfrucht/",,"To8","50 Seeds",false,"2.95 g","[9,10]","[14,15,16,17,18]","[3,4,5,6]","Glasshouse (double rows) 60x50-60cm. Outdoors row spacing100x50 cm","0,5-1 cm",,,,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,,,"20-24°C",,,,,,,,,,"in Glasshouse from January to early April for planting from March to mid-May.","1,6-3,5 g",,,,
"Indigo Rose","Tomatoes","Salad tomatoes","https://www.reinsaat.at/shop/EN/tomatoes/salad_tomatoes/indigo_rose/",,"To60","20 seeds",false,"2.30 g","[9,10]","[14,15,16,17,18]","[3,4,5,6]","Glasshouse (double rows) 60x50-60cm. Outdoors row spacing100x50 cm","0,5-1 cm",,,,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,,,"20-24°C",,,,,,,,,,"in Glasshouse from January to early April for planting from March to mid-May.","1,6-3,5 g",,,,
"De Berao","Tomatoes","Salad tomatoes","https://www.reinsaat.at/shop/EN/tomatoes/salad_tomatoes/de_berao/",,"CV91","30 Seeds",false,"2.89 g","[9,10]","[14,15,16,17,18]","[3,4,5,6]","Glasshouse (double rows) 60x50-60cm. Outdoors row spacing100x50 cm","0,5-1 cm",,,,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,,,"20-24°C",,,,,,,,,,"in Glasshouse from January to early April for planting from March to mid-May.","1,6-3,5 g",,,,
"Moneymaker","Tomatoes","Salad tomatoes","https://www.reinsaat.at/shop/EN/tomatoes/salad_tomatoes/moneymaker/",,"To24","30 Seeds",false,"2.46 g","[9,10]","[14,15,16,17,18]","[3,4,5,6]","Glasshouse (double rows) 60x50-60cm. Outdoors row spacing100x50 cm","0,5-1 cm",,,,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,,,"20-24°C",,,,,,,,,,"in Glasshouse from January to early April for planting from March to mid-May.","1,6-3,5 g",,,,
"Matina","Tomatoes","Salad tomatoes","https://www.reinsaat.at/shop/EN/tomatoes/salad_tomatoes/matina/",,"To10","30 Seeds",false,"2.90 g","[9,10]","[14,15,16,17,18]","[3,4,5,6]","Glasshouse (double rows) 60x50-60cm. Outdoors row spacing100x50 cm","0,5-1 cm",,,,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,,,"20-24°C",,,,,,,,,,"in Glasshouse from January to early April for planting from March to mid-May.","1,6-3,5 g",,,,
"Jani","Tomatoes","Salad tomatoes","https://www.reinsaat.at/shop/EN/tomatoes/salad_tomatoes/jani/",,"To29","30 Seeds",false,"2.13 g","[9,10]","[14,15,16,17,18]","[3,4,5,6]","Glasshouse (double rows) 60x50-60cm. Outdoors row spacing100x50 cm","0,5-1 cm",,,,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,,,"20-24°C",,,,,,,,,,"in Glasshouse from January to early April for planting from March to mid-May.","1,6-3,5 g",,,,
"White Sensation","Tomatoes","Salad tomatoes","https://www.reinsaat.at/shop/EN/tomatoes/salad_tomatoes/white_sensation/",,"To36","35 Seeds",false,"2.35 g","[9,10]","[14,15,16,17,18]","[3,4,5,6]","Glasshouse (double rows) 60x50-60cm. Outdoors row spacing100x50 cm","0,5-1 cm",,,,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,,,"20-24°C",,,,,,,,,,"in Glasshouse from January to early April for planting from March to mid-May.","1,6-3,5 g",,,,
"Paul Robson","Tomatoes","Salad tomatoes","https://www.reinsaat.at/shop/EN/tomatoes/salad_tomatoes/paul_robson/",,"CV140","25 Seeds",false,"3.11 g","[9,10]","[14,15,16,17,18]","[3,4,5,6]","Glasshouse (double rows) 60x50-60cm. Outdoors row spacing100x50 cm","0,5-1 cm",,,,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,,,"20-24°C",,,,,,,,,,"in Glasshouse from January to early April for planting from March to mid-May.","1,6-3,5 g",,,,
"Goldene Königin","Tomatoes","Salad tomatoes","https://www.reinsaat.at/shop/EN/tomatoes/salad_tomatoes/goldene_koenigin/",,"To26","40 Seeds",false,"2.64 g","[9,10]","[14,15,16,17,18]","[3,4,5,6]","Glasshouse (double rows) 60x50-60cm. Outdoors row spacing100x50 cm","0,5-1 cm",,,,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,,,"20-24°C",,,,,,,,,,"in Glasshouse from January to early April for planting from March to mid-May.","1,6-3,5 g",,,,
"Black Plum","Tomatoes","Salad tomatoes","https://www.reinsaat.at/shop/EN/tomatoes/salad_tomatoes/black_plum/",,"CV28","30 Seeds",false,"2.35 g","[9,10]","[14,15,16,17,18]","[3,4,5,6]","Glasshouse (double rows) 60x50-60cm. Outdoors row spacing100x50 cm","0,5-1 cm",,,,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,,,"20-24°C",,,,,,,,,,"in Glasshouse from January to early April for planting from March to mid-May.","1,6-3,5 g",,,,
"Kremser Perle","Tomatoes","Salad tomatoes","https://www.reinsaat.at/shop/EN/tomatoes/salad_tomatoes/kremser_perle/",,"To23","40 Seeds",false,"2.52 g","[9,10]","[14,15,16,17,18]","[3,4,5,6]","Glasshouse (double rows) 60x50-60cm. Outdoors row spacing100x50 cm","0,5-1 cm",,,,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,,,"20-24°C",,,,,,,,,,"in Glasshouse from January to early April for planting from March to mid-May.","1,6-3,5 g",,,,
"Shimmeig Creg","Tomatoes","Salad tomatoes","https://www.reinsaat.at/shop/EN/tomatoes/salad_tomatoes/shimmeig_creg/",,"CV57","30 Seeds",false,"3.03 g","[9,10]","[14,15,16,17,18]","[3,4,5,6]","Glasshouse (double rows) 60x50-60cm. Outdoors row spacing100x50 cm","0,5-1 cm",,,,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,,,"20-24°C",,,,,,,,,,"in Glasshouse from January to early April for planting from March to mid-May.","1,6-3,5 g",,,,
"Kalypso","Tomatoes","Salad tomatoes","https://www.reinsaat.at/shop/EN/tomatoes/salad_tomatoes/kalypso/",,"To48","25 Seeds",false,"2.84 g","[9,10]","[14,15,16,17,18]","[3,4,5,6]","Glasshouse (double rows) 60x50-60cm. Outdoors row spacing100x50 cm","0,5-1 cm",,,,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,,,"20-24°C",,,,,,,,,,"in Glasshouse from January to early April for planting from March to mid-May.","1,6-3,5 g",,,,
"Bagni","Tomatoes","Salad tomatoes","https://www.reinsaat.at/shop/EN/tomatoes/salad_tomatoes/bagni/",,"To58","25 seeds",false,"2.33 g","[9,10]","[14,15,16,17,18]","[3,4,5,6]","Glasshouse (double rows) 60x50-60cm. Outdoors row spacing100x50 cm","0,5-1 cm",,,,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,,,"20-24°C",,,,,,,,,,"in Glasshouse from January to early April for planting from March to mid-May.","1,6-3,5 g",,,,
"Green Zebra","Tomatoes","Salad tomatoes","https://www.reinsaat.at/shop/EN/tomatoes/salad_tomatoes/green_zebra/",,"CV30","25 Seeds",false,"3.16 g","[9,10]","[14,15,16,17,18]","[3,4,5,6]","Glasshouse (double rows) 60x50-60cm. Outdoors row spacing100x50 cm","0,5-1 cm",,,,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,,,"20-24°C",,,,,,,,,,"in Glasshouse from January to early April for planting from March to mid-May.","1,6-3,5 g",,,,
"Holt","New varieties 2023",,"https://www.reinsaat.at/shop/EN/new_varieties_2023/holt/",,"Ko90","0.3g",false,"2.50 g","[9,10,11]","after approx.10-20 weeks (variety dependent):","early varieties -from end of January to beginning of July;","40-75 x 40-50 cm","1-2 cm",,,"2-4 g/acre",,,,,"BSA, RFE","3-4g",,,,,"15 – 20°C",,,,"early varieties - from end of March till May;",,,,,,,,,,,
"RS-To-02.22 (Indigo Apple)","Tomatoes","Flesh tomatoes","https://www.reinsaat.at/shop/EN/tomatoes/flesh_tomatoes/rs-to-02.22_indigo_apple/",,"To61",,false,"2.94 g","[9,10]","[14,15,16,17,18]","[3,4,5,6]","Glasshouse (double rows) 60x50-60cm. Outdoors row spacing100x50 cm","0,5-1 cm",,,,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,,,"20-24°C",,,,,,,,,,"in Glasshouse from January to early April for planting from March to mid-May.","1,6-3,5 g",,,,
"Black Trifele 2","Tomatoes","Salad tomatoes","https://www.reinsaat.at/shop/EN/tomatoes/salad_tomatoes/black_trifele_2/",,"To37","30 Seeds",false,"2.15 g","[9,10]","[14,15,16,17,18]","[3,4,5,6]","Glasshouse (double rows) 60x50-60cm. Outdoors row spacing100x50 cm","0,5-1 cm",,,,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,,,"20-24°C",,,,,,,,,,"in Glasshouse from January to early April for planting from March to mid-May.","1,6-3,5 g",,,,
"Malea","Tomatoes","Flesh tomatoes","https://www.reinsaat.at/shop/EN/tomatoes/flesh_tomatoes/malea/",,"To34","20 seeds",false,"2.90 g","[9,10]","[14,15,16,17,18]","[3,4,5,6]","Glasshouse (double rows) 60x50-60cm. Outdoors row spacing100x50 cm","0,5-1 cm",,,,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,,,"20-24°C",,,,,,,,,,"in Glasshouse from January to early April for planting from March to mid-May.","1,6-3,5 g",,,,
"S. Pierre","Tomatoes","Flesh tomatoes","https://www.reinsaat.at/shop/EN/tomatoes/flesh_tomatoes/s._pierre/",,"To13","30 Seeds",false,"2.94 g","[9,10]","[14,15,16,17,18]","[3,4,5,6]","Glasshouse (double rows) 60x50-60cm. Outdoors row spacing100x50 cm","0,5-1 cm",,,,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,,,"20-24°C",,,,,,,,,,"in Glasshouse from January to early April for planting from March to mid-May.","1,6-3,5 g",,,,
"Citrina","Tomatoes","Salad tomatoes","https://www.reinsaat.at/shop/EN/tomatoes/salad_tomatoes/citrina/",,"To20","35 Seeds",false,"2.56 g","[9,10]","[14,15,16,17,18]","[3,4,5,6]","Glasshouse (double rows) 60x50-60cm. Outdoors row spacing100x50 cm","0,5-1 cm",,,,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,,,"20-24°C",,,,,,,,,,"in Glasshouse from January to early April for planting from March to mid-May.","1,6-3,5 g",,,,
"Marmande","Tomatoes","Flesh tomatoes","https://www.reinsaat.at/shop/EN/tomatoes/flesh_tomatoes/marmande/",,"To18","40 Seeds",false,"2.37 g","[9,10]","[14,15,16,17,18]","[3,4,5,6]","Glasshouse (double rows) 60x50-60cm. Outdoors row spacing100x50 cm","0,5-1 cm",,,,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,,,"20-24°C",,,,,,,,,,"in Glasshouse from January to early April for planting from March to mid-May.","1,6-3,5 g",,,,
"Raf","Tomatoes","Flesh tomatoes","https://www.reinsaat.at/shop/EN/tomatoes/flesh_tomatoes/raf/",,"To39","25 Seeds",false,"2.58 g","[9,10]","[14,15,16,17,18]","[3,4,5,6]","Glasshouse (double rows) 60x50-60cm. Outdoors row spacing100x50 cm","0,5-1 cm",,,,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,,,"20-24°C",,,,,,,,,,"in Glasshouse from January to early April for planting from March to mid-May.","1,6-3,5 g",,,,
"Fiammante","Tomatoes","Flesh tomatoes","https://www.reinsaat.at/shop/EN/tomatoes/flesh_tomatoes/fiammante/",,"To53","20 Seeds",false,"3.20 g","[9,10]","[14,15,16,17,18]","[3,4,5,6]","Glasshouse (double rows) 60x50-60cm. Outdoors row spacing100x50 cm","0,5-1 cm",,,,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,,,"20-24°C",,,,,,,,,,"in Glasshouse from January to early April for planting from March to mid-May.","1,6-3,5 g",,,,
"Ochsenherz Cuor di bue","Tomatoes","Flesh tomatoes","https://www.reinsaat.at/shop/EN/tomatoes/flesh_tomatoes/ochsenherz_cuor_di_bue/",,"To15","25 Seeds",false,"2.33 g","[9,10]","[14,15,16,17,18]","[3,4,5,6]","Glasshouse (double rows) 60x50-60cm. Outdoors row spacing100x50 cm","0,5-1 cm",,,,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,,,"20-24°C",,,,,,,,,,"in Glasshouse from January to early April for planting from March to mid-May.","1,6-3,5 g",,,,
"Tica","Tomatoes","Salad tomatoes","https://www.reinsaat.at/shop/EN/tomatoes/salad_tomatoes/tica/",,"To7",,true,"3.00 g","[9,10]","[14,15,16,17,18]","[3,4,5,6]","Glasshouse (double rows) 60x50-60cm. Outdoors row spacing100x50 cm","0,5-1 cm",,,,,,,,"CRO, FPE, GBL, GHO, HOB, KSI, LEI, MAH, PAN, RFE, ROS, SPE",,,,,,"20-24°C",,,,,,,,,,"in Glasshouse from January to early April for planting from March to mid-May.","1,6-3,5 g",,,,
