"name","category","subcategory","url","Sow/ plant outdoors","Article number","Portion contents","Suitable for professional cultivation","Thousand grain weight","Plant outdoors","Harvest","Pre-cultivation","Distances","Sowing depth","Cultivation","Spacing","Required quantity of seeds","Sowing","Blossoming period","Planting","Distance","Propagator","Thousand seeds mass","Required quantity","Sowing outdoors","Distances approx.","1stharvest","Germination temperature","1st harvest","Prpagator","Sow/ plant in greenhouse","Direct sowing","Development time approx.","Precision seeds","Thousand seeds mass","Sowing direct outside","Harvesting","Sowing/Pre-culttivation","Thousand grain mass","Ripening period","Distance        Ko49:","Ko51","to a scale of 10 0 (mild) – 10 (extremely hot).","Aussaat/ Pflanzung Freiland","Artikelnummer","Portionsinhalt","Tausendkorngewicht (TKG)","Ernte","Pflanzung Freiland","Voranzucht","Aussaat","Abstände","Anbau","Abstand","Saatgutbedarf","Saattiefe","Blütezeit","Legezeit","Pflanzabstände","Pflanzgutbedarf","Pflanztiefe","Vermehrer","Pflanzung","Stecktiefe","Direktsaat","Tausendkornmasse","Keimtemperatur","1. Ernte","Aussaat/ Pflanzung Gewächshaus","Voranzucht bis Ernte","Entwicklungszeit","Aussaat/Voranzucht","Präzisionssaatgut","Vorkultur","Kulturdauer","Saatttiefe","10-stufigen Skala 0 (mild) - 10 (extrem scharf)."
"Milder Spiral","Chilli peppers / Chilli","mild","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/mild/milder_spiral/",,"Pa34","40 Seeds",true,"6.75 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Croccanti rossi","Chilli peppers / Chilli","mild","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/mild/croccanti_rossi/",,"CV69","30 Seeds",true,"4.54 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sigaretta","Chilli peppers / Chilli","mild","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/mild/sigaretta/",,"Pa33","40 Seeds",true,"5.40 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mauritz","Chilli peppers / Chilli","mild","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/mild/mauritz/",,"Pa70","15 seeds",true,"6.50 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Poupila","Chilli peppers / Chilli","mild","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/mild/poupila/",,"Pa65","30 Seeds",true,"2.25 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shishito","Chilli peppers / Chilli","mild","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/mild/shishito/",,"Pa73","15 Korn",true,"6.00 g","[10,11]","[14,15,16,17,18]","[2,3,4,5,6]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santiago","Chilli peppers / Chilli","Jalopeño","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/jalope_o/santiago/",,"Pa71","25 seeds",true,"6.83 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jalapeño Ruben","Chilli peppers / Chilli","Jalopeño","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/jalope_o/jalape_o_ruben/",,"Pa31","30 Seeds",true,"5.67 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Luciel","Chilli peppers / Chilli","Jalopeño","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/jalope_o/luciel/",,"Pa72","15 seeds",true,"6.73 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Leon","Chilli peppers / Chilli","Jalopeño","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/jalope_o/leon/",,"Pa78","15 seeds",true,"5.45 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taeyang mild","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/taeyang_mild/",,"Pa35","30 Seeds",true,"5.12 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aciburun","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/aciburun/",,"CV146","30 Seeds",true,"6.69 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taeyang hot","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/taeyang_hot/",,"Pa37","30 Seeds",true,"6.20 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piccante a Mazzetti","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/piccante_a_mazzetti/",,"Pa45","30 Seeds",false,"4.65 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capela gelb","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/capela_gelb/",,"CV116","30 Seeds",false,"5.33 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Langlang","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/langlang/",,"Pa47","25 Seeds",true,"4.75 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taeyang medium","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/taeyang_medium/",,"Pa36","30 Seeds",true,"6.22 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Cayenne","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/de_cayenne/",,"Pa30","40 Seeds",true,"6.76 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Poot pepper","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/poot_pepper/",,"Pa39","35 Seeds",true,"6.26 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sarit gat","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/sarit_gat/",,"CV19","30 Seeds",true,"5.95 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yeluna","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/yeluna/",,"Pa48","30 Seeds",true,"6.85 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Turuncu Spiral","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/turuncu_spiral/",,"CV21","30 Seeds",true,"4.80 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lanterna de foc","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/lanterna_de_foc/",,"CV18","30 Seeds",true,"5.02 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kusburnu","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/kusburnu/",,"CV134","30 Seeds",true,"5.25 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Positano","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/positano/",,"Pa8","30 Seeds",true,"5.54 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Elefant","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/elefant/",,"CV20","25 Seeds",true,"7.60 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ballito","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/ballito/",,"Pa49","30 Seeds",true,"6.27 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Red cherry small","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/red_cherry_small/",,"Pa32","30 Seeds",true,"5.33 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chili-Mix","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/chili-mix/",,"CV143","30 Seeds",true,"5.40 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capela weiß/Polina","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/capela_weiss_polina/",,"Pa67","25 seeds",true,"3.86 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capela orange","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/capela_orange/",,"CV17","30 Seeds",true,"5.30 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capela rot","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/capela_rot/",,"CV66","30 Seeds",true,"5.65 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aurora","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/aurora/",,"Pa46","25 Seeds",true,"3.62 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Orange Kirschen","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/orange_kirschen/",,"CV119","30 Seeds",true,"4.13 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gelbe Kirschen","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/gelbe_kirschen/",,"CV130","30 Seeds",true,"4.36 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Biquinho","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/biquinho/",,"Pa74","12 seeds",true,"3.00 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolivian Rainbow","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/bolivian_rainbow/",,"Pa43","30 Seeds",true,"1.90 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thai Chili","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/thai_chili/",,"Pa41","30 Seeds",true,"2.41 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wildpfefferoni","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/wildpfefferoni/",,"Pa66","20 seeds",true,"1.53 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Diavoletto","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/diavoletto/",,"Pa69","12 seeds",true,"5.00 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guindilla Pequeña Amarilla","Chilli peppers / Chilli","hot","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/hot/guindilla_peque_a_amarilla/",,"Pa80","25 seeds",true,"5.66 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Habanero Golden","Chilli peppers / Chilli","Habanero","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/habanero/habanero_golden/",,"CV112","20 Seeds",true,"5.18 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Habanero Orange","Chilli peppers / Chilli","Habanero","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/habanero/habanero_orange/",,"CV142","20 Seeds",true,"4.59 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Habanero Tropical Red","Chilli peppers / Chilli","Habanero","https://www.reinsaat.at/shop/EN/chilli_peppers_chill/habanero/habanero_tropical_red/",,"CV148","20 Seeds",true,"4.26 g","[10,11]","[14,15,16,17,18]","[4]","greenhouse 50x70 cm, outdoors 40x50 cm","approx. 1 cm",,,"2-6 g/acre","from mid to end of February, planting in the greenhouse",,,,"AJG, ASC, GBL, GHO, MAH, OHG, PAN, RFE, SMH, SPE, WAP","4,5 -  9 g",,,,,"22°C",,,"[8,9]",,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
